"genus","family","order","class","phylum"
"Lobostemon","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Echiostachys","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Pontechium","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Arnebia","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Huynhia","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Lithodora","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Halacsya","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Paramoltkia","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Lithospermum","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Moltkiopsis","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Neatostema","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Cerinthe","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Macromeria","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Onosmodium","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Psilolaemus","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Glandora","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Buglossoides","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Aegonychon","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Moltkia","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Alkanna","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Anchusa","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Cynoglottis","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Gastrocotyle","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Borago","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Symphytum","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Pentaglottis","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Nonea","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Pulmonaria","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Trachystemon","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Brunnera","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Thaumatocaryon","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Moritzia","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Echiochilon","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Antiphytum","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Ogastemma","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Wellstedia","Wellstediaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Codon","Codonaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Phacelia","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Romanzoffia","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Pholistoma","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Nemophila","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Hydrophyllum","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Ellisia","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Emmenanthe","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Hesperochiron","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Tricardia","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Draperia","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Nama","Namaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Eriodictyon","Namaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Turricula","Namaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Wigandia","Namaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Heliotropium","Heliotropiaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Tournefortia","Heliotropiaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Myriopus","Heliotropiaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Euploca","Heliotropiaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Ixorhea","Heliotropiaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Ehretia","Ehretiaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Rotula","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Halgania","Ehretiaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Rochefortia","Ehretiaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Lepidocordia","Ehretiaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Bourreria","Ehretiaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Tiquilia","Ehretiaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Pteleocarpa","Ehretiaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Pholisma","Lennoaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Lennoa","Lennoaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Cordia","Cordiaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Varronia","Cordiaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Lithocardium","Cordiaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Coldenia","Coldeniaceae","Boraginales","Magnoliopsida","Tracheophyta"
"Hoplestigma","Hoplestigmataceae","Boraginales","Magnoliopsida","Tracheophyta"
"Galium","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Cruciata","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Valantia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Asperula","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Sherardia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Phuopsis","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Crucianella","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Callipeltis","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Rubia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Didymaea","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Kelloggia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Staelia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Plocama","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Pterogaillonia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Theligonum","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Saprosma","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Paederia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Leptodermis","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Serissa","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Spermadictyon","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Mycetia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Neohymenopogon","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Argostemma","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Clarkella","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Mouretia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Cyanoneuron","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Foonchewia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Dunnia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Coprosma","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Normandia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Nertera","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Opercularia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Leptostigma","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Pomax","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Anthospermum","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Phyllis","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Oldenlandia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Hedyotis","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Edrastima","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Dentella","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Kohautia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Leptopetalum","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Dimetia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Exallage","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Kadua","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Neanotis","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Houstonia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Arcytophyllum","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Mitracarpus","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Richardia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Psyllocarpus","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Spermacoce","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Galianthe","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Schwendenera","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Crusea","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Emmeorhiza","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Diodia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Diodella","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Ernodea","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Bouvardia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Manettia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Cordylostigma","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Stenaria","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Synaptantha","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Dibrachionostylus","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Hedythyrsus","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Mitrasacmopsis","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Phylohydrax","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Hydrophylax","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Manostachya","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Conostomium","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Amphiasma","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Pentanopsis","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Agathisanthemum","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Pentodon","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Pentanisia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Paraknoxia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Otiophora","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Otomeria","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Rhodopentas","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Pentas","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Phyllopentas","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Knoxia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Dirichletia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Triainolepis","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Carphalea","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Dolichopentas","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Parapentas","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Chamaepentas","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Danais","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Schismatoclada","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Psychotria","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Notopleura","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Amaracarpus","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Hedstromia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Squamellaria","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Myrmecodia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Chassalia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Geophila","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Hymenocoleus","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Carapichea","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Margaritopsis","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Readea","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Chazaliella","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Rudgea","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Palicourea","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Morinda","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Gynochthodes","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Coelospermum","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Sarcopygme","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Appunia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Damnacanthus","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Mitchella","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Gaertnera","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Pagamea","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Schradera","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Prismatomeris","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Rennellia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Craterispermum","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Schizocolea","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Faramea","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Coussarea","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Coccocypselum","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Declieuxia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Cruckshanksia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Oreopolus","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Lasianthus","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Trichostachys","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Saldinia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Ronabea","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Pauridiantha","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Urophyllum","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Praravinia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Antherostele","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Amphidasya","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Raritebe","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Pentaloncha","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Ophiorrhiza","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Spiradiclis","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Lerchea","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Xanthophytum","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Neurocalyx","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Colletoecema","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Coptosapelta","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Acranthera","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Luculia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Tarenna","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Aidia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Schizenterospermum","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Paracephaelis","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Homollea","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Coptosperma","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Leptactina","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Nichallea","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Rutidea","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Cladoceras","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Pavetta","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Oxyanthus","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Mitriostigma","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Sherbournia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Atractogyne","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Atractocarpus","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Bungarimba","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Catunaregam","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Deccania","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Tamilnadia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Rubovietnamia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Duperrea","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Vidalasia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Fosbergia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Dioecrescis","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Tarennoidea","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Porterandia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Morelia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Hyperacanthus","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Benkara","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Aoranthe","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Massularia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Rosenbergiodendron","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Sphinctanthus","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Tocoyena","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Randia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Casasia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Calochone","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Macrosphyra","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Euclinia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Pleiocoryne","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Oligocodon","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Preussiodora","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Himalrandia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Rothmannia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Phellocalyx","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Aulacocalyx","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Heinsenia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Kochummenia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Gardenia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Larsenaikia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Kailarsenia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Coddia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Ceriscoides","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Genipa","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Schumanniophyton","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Amaioua","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Riodocea","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Duroia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Kutchubaea","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Glossostipula","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Alibertia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Cordiera","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Botryarrhena","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Agouticarpa","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Stenosepala","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Coffea","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Nostolachma","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Empogona","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Diplospora","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Sericanthe","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Discospermum","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Tricalysia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Calycosiphonia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Bertiera","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
"Villaria","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta"
